-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2016 through 12/31/2025 in LST
Location: Latitude  -2.5547   Longitude 120.3242 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 658.23 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (Wh/m^2) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/hour) 
PS                     MERRA-2 Surface Pressure (kPa) 
ALLSKY_KT              CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
WSC                    MERRA-2 Corrected Wind Speed (Adjusted For Elevation) (m/s) 
Message(s): 
Corrected Wind Speed has a custom surface implemented: Airport: flat rough grass (airportgrass) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,WS10M,T2M,PRECTOTCORR,PS,ALLSKY_KT,WSC
2016,1,3,6,31.38,18.9,37.17,1.69,21.73,0.84,94.11,0.17,2.4
2016,1,3,7,120.9,12.35,109.85,1.75,22.58,0.64,94.2,0.24,2.11
2016,1,3,8,168.0,60.03,115.61,1.87,22.96,1.46,94.25,0.21,1.94
2016,1,3,9,299.35,31.63,223.9,1.94,23.16,1.43,94.25,0.29,1.92
2016,1,3,10,489.25,55.87,291.77,1.88,23.5,1.5,94.21,0.4,1.81
2016,1,3,11,564.1,116.99,383.94,1.7,23.83,1.67,94.15,0.43,1.6
2016,1,3,12,652.2,116.96,367.84,1.55,24.13,1.75,94.07,0.5,1.41
2016,1,3,13,496.08,63.18,269.78,1.49,24.33,1.75,94.0,0.41,1.32
2016,1,3,14,423.15,84.96,253.52,1.36,24.31,1.74,93.94,0.4,1.18
2016,1,3,15,307.17,128.04,177.58,1.1,24.12,1.77,93.92,0.37,0.93
2016,1,3,16,163.82,44.47,131.27,0.98,23.82,1.78,93.94,0.31,0.9
2016,1,3,17,43.78,21.08,43.33,1.15,23.22,1.87,94.02,0.21,1.48
2016,1,3,18,0.0,0.0,0.0,1.44,22.4,2.27,94.1,-999.0,2.08
2016,1,3,19,0.0,0.0,0.0,1.53,22.19,2.63,94.17,-999.0,2.31
2016,1,3,20,0.0,0.0,0.0,1.5,22.08,2.51,94.23,-999.0,2.25
2016,1,3,21,0.0,0.0,0.0,1.45,22.02,2.2,94.26,-999.0,2.17
2016,1,3,22,0.0,0.0,0.0,1.43,21.9,2.04,94.27,-999.0,2.14
2016,1,3,23,0.0,0.0,0.0,1.37,21.74,2.0,94.22,-999.0,2.03
2016,1,4,0,0.0,0.0,0.0,1.41,21.7,1.9,94.14,-999.0,1.79
2016,1,4,1,0.0,0.0,0.0,1.29,21.86,1.66,94.06,-999.0,1.5
2016,1,4,2,0.0,0.0,0.0,0.92,22.34,1.44,94.01,-999.0,1.04
2016,1,4,3,0.0,0.0,0.0,0.63,22.57,1.2,94.0,-999.0,0.68
2016,1,4,4,0.0,0.0,0.0,0.51,22.63,1.12,94.04,-999.0,0.53
2016,1,4,5,0.0,0.0,0.0,0.55,22.52,1.07,94.12,-999.0,0.57
2016,1,4,6,53.47,34.62,50.62,0.59,22.71,0.96,94.21,0.3,0.63
2016,1,4,7,229.48,182.37,177.63,0.68,23.46,0.91,94.29,0.45,0.7
2016,1,4,8,444.0,358.04,238.98,0.99,24.24,13.11,94.34,0.56,0.91
2016,1,4,9,653.85,384.94,348.35,1.29,25.19,12.53,94.34,0.63,1.12
2016,1,4,10,704.55,421.89,294.94,1.46,26.0,11.38,94.29,0.58,1.25
2016,1,4,11,752.35,321.0,342.05,1.51,26.6,10.24,94.23,0.58,1.31
2016,1,4,12,667.35,259.84,337.3,1.69,26.97,9.5,94.14,0.51,1.49
2016,1,4,13,550.5,268.93,235.44,1.89,27.05,8.56,94.05,0.45,1.72
2016,1,4,14,438.77,189.3,238.98,2.0,26.68,7.8,93.98,0.41,1.91
2016,1,4,15,311.42,221.47,141.44,2.07,26.18,8.04,93.96,0.38,2.03
2016,1,4,16,175.88,72.6,135.15,1.94,25.52,8.62,93.99,0.33,1.99
2016,1,4,17,47.85,41.57,46.86,1.56,24.68,7.79,94.03,0.23,1.89
2016,1,4,18,0.0,0.0,0.0,1.39,24.14,6.97,94.08,-999.0,1.91
2016,1,4,19,0.0,0.0,0.0,1.26,23.98,6.58,94.16,-999.0,1.88
2016,1,4,20,0.0,0.0,0.0,1.32,23.72,5.35,94.22,-999.0,1.92
2016,1,4,21,0.0,0.0,0.0,1.28,23.28,3.27,94.25,-999.0,1.74
2016,1,4,22,0.0,0.0,0.0,1.25,23.02,2.85,94.22,-999.0,1.6
2016,1,4,23,0.0,0.0,0.0,1.22,22.93,1.94,94.17,-999.0,1.48
2016,1,5,0,0.0,0.0,0.0,1.2,22.79,1.09,94.11,-999.0,1.32
2016,1,5,1,0.0,0.0,0.0,1.14,22.67,0.81,94.05,-999.0,1.22
2016,1,5,2,0.0,0.0,0.0,0.91,22.76,0.7,94.02,-999.0,1.0
2016,1,5,3,0.0,0.0,0.0,0.79,22.73,0.76,94.01,-999.0,0.87
2016,1,5,4,0.0,0.0,0.0,0.84,22.59,0.85,94.03,-999.0,0.92
2016,1,5,5,0.0,0.0,0.0,0.81,22.51,1.09,94.09,-999.0,0.89
2016,1,5,6,43.28,50.17,35.65,0.71,22.78,1.86,94.17,0.25,0.78
2016,1,5,7,171.02,206.04,111.98,0.71,23.65,2.51,94.24,0.34,0.83
2016,1,5,8,314.98,280.41,153.12,1.25,24.13,0.75,94.28,0.39,1.23
2016,1,5,9,544.17,404.1,251.9,1.46,24.96,0.66,94.27,0.52,1.37
2016,1,5,10,759.97,466.38,299.57,1.62,25.61,0.47,94.21,0.63,1.45
2016,1,5,11,835.42,485.87,325.98,1.68,26.08,0.4,94.15,0.64,1.45
2016,1,5,12,802.38,360.03,362.67,1.78,26.3,0.35,94.05,0.61,1.51
2016,1,5,13,743.38,533.26,258.51,1.92,26.35,0.44,93.96,0.61,1.62
2016,1,5,14,497.23,301.82,227.05,1.98,26.14,0.53,93.88,0.47,1.73
2016,1,5,15,368.5,359.33,153.95,1.93,25.66,0.65,93.87,0.45,1.78
2016,1,5,16,205.98,230.17,129.99,1.8,25.07,0.83,93.9,0.38,1.76
2016,1,5,17,55.45,64.42,43.58,1.35,24.28,1.06,93.95,0.26,1.62
2016,1,5,18,0.0,0.0,0.0,1.03,23.64,1.1,94.01,-999.0,1.38
2016,1,5,19,0.0,0.0,0.0,0.78,23.5,0.75,94.08,-999.0,1.04
2016,1,5,20,0.0,0.0,0.0,0.58,23.33,0.6,94.13,-999.0,0.77
2016,1,5,21,0.0,0.0,0.0,0.32,23.2,0.56,94.15,-999.0,0.42
2016,1,5,22,0.0,0.0,0.0,0.07,23.05,0.44,94.13,-999.0,0.05
2016,1,5,23,0.0,0.0,0.0,0.28,22.93,0.44,94.08,-999.0,0.21
2016,1,6,0,0.0,0.0,0.0,0.58,22.77,0.53,94.03,-999.0,0.54
2016,1,6,1,0.0,0.0,0.0,0.97,22.56,0.5,93.98,-999.0,0.97
2016,1,6,2,0.0,0.0,0.0,1.33,22.24,0.48,93.95,-999.0,1.38
2016,1,6,3,0.0,0.0,0.0,1.44,21.98,0.41,93.95,-999.0,1.54
2016,1,6,4,0.0,0.0,0.0,1.49,21.95,0.35,93.99,-999.0,1.59
2016,1,6,5,0.0,0.0,0.0,1.4,21.98,0.23,94.05,-999.0,1.52
2016,1,6,6,72.18,179.32,45.9,1.26,22.52,0.15,94.13,0.42,1.43
2016,1,6,7,311.02,553.98,114.87,1.06,23.6,0.09,94.2,0.62,1.07
2016,1,6,8,546.78,653.07,140.37,0.69,25.32,0.0,94.23,0.69,0.76
2016,1,6,9,755.75,744.66,167.7,1.29,26.52,0.0,94.23,0.73,1.24
2016,1,6,10,884.72,809.12,163.29,1.71,27.42,0.0,94.19,0.73,1.59
2016,1,6,11,937.97,678.15,250.14,1.85,28.02,0.0,94.13,0.72,1.7
2016,1,6,12,944.7,717.87,246.19,1.86,28.37,0.0,94.07,0.72,1.64
2016,1,6,13,864.03,676.76,211.15,1.89,28.44,0.0,94.01,0.7,1.64
2016,1,6,14,656.95,581.35,201.23,1.94,28.19,0.0,93.95,0.62,1.7
2016,1,6,15,472.42,646.27,99.14,1.97,27.61,0.0,93.93,0.57,1.79
2016,1,6,16,279.48,474.89,92.73,1.87,26.64,0.0,93.94,0.52,1.81
2016,1,6,17,86.53,275.63,45.36,1.45,25.46,0.0,93.99,0.4,1.81
2016,1,6,18,0.0,0.0,0.0,1.3,24.12,0.0,94.04,-999.0,1.63
2016,1,6,19,0.0,0.0,0.0,1.08,23.85,0.0,94.1,-999.0,1.25
2016,1,6,20,0.0,0.0,0.0,0.66,23.89,0.0,94.14,-999.0,0.72
2016,1,6,21,0.0,0.0,0.0,0.35,23.77,0.0,94.16,-999.0,0.34
2016,1,6,22,0.0,0.0,0.0,0.57,23.55,0.0,94.13,-999.0,0.58
2016,1,6,23,0.0,0.0,0.0,1.01,23.03,0.0,94.09,-999.0,1.12
2016,1,7,0,0.0,0.0,0.0,1.3,22.53,0.0,94.02,-999.0,1.45
2016,1,7,1,0.0,0.0,0.0,1.33,22.22,0.0,93.96,-999.0,1.45
2016,1,7,2,0.0,0.0,0.0,1.17,22.1,0.0,93.92,-999.0,1.22
2016,1,7,3,0.0,0.0,0.0,1.0,22.03,0.0,93.93,-999.0,1.03
2016,1,7,4,0.0,0.0,0.0,0.89,21.94,0.0,94.0,-999.0,0.94
2016,1,7,5,0.0,0.0,0.0,0.86,21.83,0.0,94.08,-999.0,0.93
2016,1,7,6,69.97,197.71,39.75,0.97,22.27,0.0,94.17,0.41,1.03
2016,1,7,7,310.9,569.28,99.09,0.84,23.69,0.0,94.25,0.62,0.75
2016,1,7,8,568.17,776.25,127.18,0.53,25.61,0.0,94.28,0.71,0.46
2016,1,7,9,770.22,811.37,161.04,0.91,26.92,0.0,94.26,0.74,0.69
2016,1,7,10,906.12,706.68,223.87,1.23,27.91,0.0,94.21,0.75,0.94
2016,1,7,11,1002.2,779.13,228.19,1.57,28.61,0.0,94.14,0.77,1.23
2016,1,7,12,959.2,703.95,255.18,1.89,28.94,0.0,94.06,0.73,1.52
2016,1,7,13,862.1,581.97,303.82,2.08,28.92,0.0,93.97,0.7,1.72
2016,1,7,14,687.83,595.97,205.48,2.16,28.59,0.0,93.91,0.65,1.83
2016,1,7,15,490.6,579.14,130.22,2.08,28.03,0.0,93.89,0.59,1.85
2016,1,7,16,288.42,439.75,131.25,1.88,27.04,0.0,93.93,0.53,1.78
2016,1,7,17,88.72,160.59,53.44,1.37,25.85,0.0,93.99,0.41,1.65
2016,1,7,18,0.0,0.0,0.0,1.02,24.58,0.0,94.06,-999.0,1.29
2016,1,7,19,0.0,0.0,0.0,0.69,24.32,0.0,94.13,-999.0,0.83
2016,1,7,20,0.0,0.0,0.0,0.68,24.06,0.0,94.2,-999.0,0.76
2016,1,7,21,0.0,0.0,0.0,0.98,23.66,0.0,94.21,-999.0,1.08
2016,1,7,22,0.0,0.0,0.0,1.2,23.27,0.0,94.19,-999.0,1.37
2016,1,7,23,0.0,0.0,0.0,1.34,22.93,0.0,94.15,-999.0,1.53
2016,1,8,0,0.0,0.0,0.0,1.43,22.64,0.0,94.07,-999.0,1.62
2016,1,8,1,0.0,0.0,0.0,1.45,22.42,0.0,94.01,-999.0,1.63
2016,1,8,2,0.0,0.0,0.0,1.4,22.31,0.0,93.98,-999.0,1.57
2016,1,8,3,0.0,0.0,0.0,1.32,22.28,0.0,93.98,-999.0,1.45
2016,1,8,4,0.0,0.0,0.0,1.24,22.28,0.0,94.0,-999.0,1.36
2016,1,8,5,0.0,0.0,0.0,1.02,22.37,0.0,94.03,-999.0,1.1
2016,1,8,6,63.35,170.21,40.81,0.7,23.1,0.0,94.08,0.38,0.68
2016,1,8,7,285.02,464.44,109.34,0.24,24.5,0.0,94.15,0.57,0.25
2016,1,8,8,527.0,683.49,132.28,1.02,25.4,0.0,94.19,0.66,0.9
2016,1,8,9,737.38,725.02,196.99,1.44,26.6,0.0,94.17,0.71,1.21
2016,1,8,10,877.25,663.66,243.57,1.66,27.76,0.0,94.1,0.72,1.38
2016,1,8,11,936.05,666.1,243.77,1.79,28.37,0.0,94.03,0.72,1.47
2016,1,8,12,928.67,668.01,280.99,1.9,28.73,0.0,93.94,0.71,1.56
2016,1,8,13,873.17,728.28,221.73,1.99,28.76,0.0,93.85,0.71,1.65
2016,1,8,14,681.58,572.07,226.7,2.08,28.51,0.0,93.79,0.64,1.79
2016,1,8,15,483.88,551.69,146.91,2.02,27.94,0.01,93.78,0.58,1.83
2016,1,8,16,259.98,318.01,127.38,1.76,27.25,0.01,93.81,0.48,1.7
2016,1,8,17,68.65,128.15,51.36,1.32,26.24,0.01,93.87,0.31,1.55
2016,1,8,18,0.0,0.0,0.0,0.98,24.96,0.01,93.94,-999.0,1.33
2016,1,8,19,0.0,0.0,0.0,0.88,24.51,0.01,94.0,-999.0,1.1
2016,1,8,20,0.0,0.0,0.0,0.8,24.23,0.01,94.06,-999.0,0.97
2016,1,8,21,0.0,0.0,0.0,0.72,24.04,0.01,94.08,-999.0,0.91
2016,1,8,22,0.0,0.0,0.0,0.93,23.6,0.01,94.06,-999.0,1.12
2016,1,8,23,0.0,0.0,0.0,1.35,22.88,0.01,94.03,-999.0,1.58
2016,1,9,0,0.0,0.0,0.0,1.55,22.31,0.01,93.98,-999.0,2.03
2016,1,9,1,0.0,0.0,0.0,1.59,21.92,0.01,93.95,-999.0,2.18
2016,1,9,2,0.0,0.0,0.0,1.47,21.77,0.01,93.91,-999.0,1.93
2016,1,9,3,0.0,0.0,0.0,1.41,21.75,0.01,93.93,-999.0,1.83
2016,1,9,4,0.0,0.0,0.0,1.36,21.76,0.01,93.98,-999.0,1.75
2016,1,9,5,0.0,0.0,0.0,1.29,21.89,0.0,94.03,-999.0,1.52
2016,1,9,6,49.55,41.86,50.44,1.11,22.7,0.01,94.09,0.3,1.13
2016,1,9,7,210.25,172.13,145.33,0.64,24.69,0.0,94.17,0.42,0.75
2016,1,9,8,419.88,294.78,268.11,1.13,26.03,0.14,94.2,0.53,1.04
2016,1,9,9,610.28,351.09,304.88,1.38,26.82,0.12,94.18,0.59,1.19
2016,1,9,10,657.85,502.28,227.73,1.57,27.48,0.07,94.12,0.54,1.3
2016,1,9,11,792.97,419.02,353.74,1.66,27.99,0.06,94.04,0.61,1.34
2016,1,9,12,795.53,425.87,335.09,1.72,28.33,0.05,93.93,0.61,1.37
2016,1,9,13,653.95,587.04,172.19,1.73,28.39,0.05,93.83,0.53,1.4
2016,1,9,14,652.2,533.82,236.05,1.72,28.21,0.1,93.76,0.61,1.43
2016,1,9,15,477.25,605.2,114.89,1.78,27.66,0.15,93.74,0.57,1.59
2016,1,9,16,257.27,405.12,106.53,1.69,26.96,0.25,93.76,0.47,1.65
2016,1,9,17,70.1,109.76,50.14,1.22,25.83,0.36,93.81,0.31,1.48
2016,1,9,18,0.0,0.0,0.0,0.75,24.76,0.45,93.87,-999.0,1.12
2016,1,9,19,0.0,0.0,0.0,0.53,24.31,0.42,93.94,-999.0,0.97
2016,1,9,20,0.0,0.0,0.0,0.84,23.94,1.1,94.01,-999.0,1.19
2016,1,9,21,0.0,0.0,0.0,1.13,23.61,0.76,94.05,-999.0,1.46
2016,1,9,22,0.0,0.0,0.0,1.27,23.31,0.76,94.04,-999.0,1.7
2016,1,9,23,0.0,0.0,0.0,1.43,22.88,0.68,94.0,-999.0,1.91
2016,1,10,0,0.0,0.0,0.0,1.47,22.48,0.53,93.94,-999.0,1.92
2016,1,10,1,0.0,0.0,0.0,1.43,22.17,0.41,93.88,-999.0,1.81
2016,1,10,2,0.0,0.0,0.0,1.38,21.91,0.37,93.84,-999.0,1.68
2016,1,10,3,0.0,0.0,0.0,1.4,21.69,0.35,93.85,-999.0,1.65
2016,1,10,4,0.0,0.0,0.0,1.42,21.57,0.31,93.91,-999.0,1.64
2016,1,10,5,0.0,0.0,0.0,1.24,21.78,0.31,93.96,-999.0,1.32
2016,1,10,6,64.85,159.4,41.62,0.85,22.72,0.3,94.03,0.4,0.9
2016,1,10,7,293.02,508.27,109.38,0.26,24.16,0.36,94.11,0.59,0.14
2016,1,10,8,532.95,673.22,133.76,0.78,25.3,0.0,94.16,0.67,0.68
2016,1,10,9,740.03,719.74,178.47,1.37,26.26,0.0,94.15,0.71,1.14
2016,1,10,10,873.38,775.39,155.42,1.84,27.52,0.0,94.11,0.72,1.57
2016,1,10,11,917.8,672.9,237.77,1.99,28.09,0.0,94.05,0.7,1.68
2016,1,10,12,895.67,772.55,168.59,2.02,28.25,0.0,93.99,0.68,1.69
2016,1,10,13,873.17,647.94,252.33,2.08,28.07,0.0,93.9,0.71,1.74
2016,1,10,14,728.55,651.03,200.02,2.06,27.62,0.0,93.84,0.68,1.77
2016,1,10,15,513.05,636.7,120.04,1.92,27.04,0.0,93.82,0.61,1.71
2016,1,10,16,289.9,395.91,131.58,1.61,26.37,0.0,93.83,0.53,1.53
2016,1,10,17,82.15,115.33,57.75,1.16,25.47,0.0,93.87,0.36,1.29
2016,1,10,18,0.0,0.0,0.0,0.74,24.55,0.0,93.91,-999.0,1.01
2016,1,10,19,0.0,0.0,0.0,0.62,24.16,0.0,93.96,-999.0,0.88
2016,1,10,20,0.0,0.0,0.0,0.74,23.91,0.0,94.01,-999.0,0.91
2016,1,10,21,0.0,0.0,0.0,1.05,23.54,0.0,94.02,-999.0,1.18
2016,1,10,22,0.0,0.0,0.0,1.37,23.05,0.0,94.01,-999.0,1.53
2016,1,10,23,0.0,0.0,0.0,1.73,22.49,0.0,94.0,-999.0,2.04
2016,1,11,0,0.0,0.0,0.0,1.74,22.24,0.0,93.95,-999.0,2.05
2016,1,11,1,0.0,0.0,0.0,1.62,22.07,0.0,93.88,-999.0,1.85
2016,1,11,2,0.0,0.0,0.0,1.54,21.92,0.0,93.85,-999.0,1.72
2016,1,11,3,0.0,0.0,0.0,1.43,21.93,0.0,93.86,-999.0,1.55
2016,1,11,4,0.0,0.0,0.0,1.28,22.03,0.0,93.9,-999.0,1.37
2016,1,11,5,0.0,0.0,0.0,0.91,22.17,0.0,93.96,-999.0,0.97
2016,1,11,6,69.1,202.0,38.88,0.53,22.75,0.0,94.03,0.43,0.57
2016,1,11,7,309.08,523.55,95.87,0.48,24.17,0.0,94.11,0.63,0.62
2016,1,11,8,544.55,758.62,102.77,1.04,25.49,0.42,94.14,0.69,1.01
2016,1,11,9,748.47,831.55,128.13,1.3,26.5,0.38,94.13,0.72,1.16
2016,1,11,10,888.45,815.37,162.1,1.45,27.35,0.38,94.08,0.73,1.23
2016,1,11,11,922.25,710.32,228.11,1.4,28.03,0.34,94.01,0.7,1.1
2016,1,11,12,927.25,637.98,274.79,1.35,28.52,0.34,93.91,0.7,1.01
2016,1,11,13,856.4,722.28,194.8,1.47,28.75,0.39,93.82,0.69,1.09
2016,1,11,14,684.8,576.3,218.73,1.63,28.57,0.47,93.75,0.64,1.28
2016,1,11,15,487.58,502.91,167.75,1.77,28.11,0.55,93.73,0.58,1.51
2016,1,11,16,276.0,386.54,115.33,1.82,27.26,0.63,93.75,0.5,1.72
2016,1,11,17,79.28,122.69,58.98,1.49,25.92,0.76,93.81,0.35,1.81
2016,1,11,18,0.0,0.0,0.0,1.29,24.48,0.82,93.88,-999.0,1.74
2016,1,11,19,0.0,0.0,0.0,1.22,24.04,0.95,93.96,-999.0,1.52
2016,1,11,20,0.0,0.0,0.0,0.98,23.89,1.02,94.04,-999.0,1.19
2016,1,11,21,0.0,0.0,0.0,0.69,23.8,0.91,94.07,-999.0,0.82
2016,1,11,22,0.0,0.0,0.0,0.55,23.74,0.9,94.06,-999.0,0.59
2016,1,11,23,0.0,0.0,0.0,0.67,23.53,0.75,94.0,-999.0,0.68
2016,1,12,0,0.0,0.0,0.0,1.0,23.18,0.51,93.92,-999.0,1.03
2016,1,12,1,0.0,0.0,0.0,1.34,22.85,0.34,93.84,-999.0,1.44
2016,1,12,2,0.0,0.0,0.0,1.57,22.56,0.33,93.82,-999.0,1.78
2016,1,12,3,0.0,0.0,0.0,1.63,22.39,0.34,93.85,-999.0,1.9
2016,1,12,4,0.0,0.0,0.0,1.52,22.42,0.38,93.89,-999.0,1.72
2016,1,12,5,0.0,0.0,0.0,1.36,22.52,0.41,93.94,-999.0,1.45
2016,1,12,6,42.38,89.81,35.29,1.21,22.99,0.41,94.01,0.27,1.26
2016,1,12,7,208.18,303.73,106.84,0.85,24.08,0.36,94.09,0.42,0.95
2016,1,12,8,422.4,346.36,219.79,0.87,25.25,0.0,94.12,0.54,0.8
2016,1,12,9,521.47,747.9,148.47,1.14,26.08,0.0,94.1,0.5,0.94
2016,1,12,10,742.53,458.55,282.85,1.55,26.51,0.0,94.07,0.61,1.26
2016,1,12,11,856.75,619.28,250.61,1.99,26.69,0.0,94.01,0.65,1.65
