-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2016 through 12/31/2025 in LST
Location: Latitude  -4.5301   Longitude 136.8935 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 303.99 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (Wh/m^2) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/hour) 
PS                     MERRA-2 Surface Pressure (kPa) 
ALLSKY_KT              CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
WSC                    MERRA-2 Corrected Wind Speed (Adjusted For Elevation) (m/s) 
Message(s): 
Corrected Wind Speed has a custom surface implemented: Airport: flat rough grass (airportgrass) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,WS10M,T2M,PRECTOTCORR,PS,ALLSKY_KT,WSC
2016,1,3,6,95.8,238.39,57.44,0.41,25.49,2.62,97.63,0.42,0.46
2016,1,3,7,334.92,522.48,105.16,0.48,26.33,2.47,97.69,0.61,0.49
2016,1,3,8,581.2,793.94,97.15,1.26,27.5,2.01,97.7,0.69,1.48
2016,1,3,9,713.3,713.84,166.83,1.82,28.42,2.08,97.68,0.67,2.03
2016,1,3,10,707.28,602.27,213.53,2.29,29.06,2.34,97.6,0.57,2.56
2016,1,3,11,780.03,579.02,218.34,2.64,29.32,2.97,97.53,0.59,2.96
2016,1,3,12,739.45,500.92,248.83,2.94,29.23,4.39,97.45,0.56,3.38
2016,1,3,13,634.92,484.48,197.85,3.13,28.64,6.86,97.39,0.52,3.72
2016,1,3,14,461.1,242.1,234.98,3.03,27.76,8.07,97.36,0.44,3.71
2016,1,3,15,255.27,289.65,100.53,2.72,26.98,8.31,97.37,0.31,3.33
2016,1,3,16,140.02,122.4,97.06,2.18,26.29,7.89,97.41,0.27,2.64
2016,1,3,17,37.5,47.59,33.64,1.63,25.67,6.38,97.47,0.18,2.12
2016,1,3,18,0.0,0.0,0.0,1.08,25.08,5.18,97.54,-999.0,1.87
2016,1,3,19,0.0,0.0,0.0,1.01,24.65,3.28,97.6,-999.0,1.78
2016,1,3,20,0.0,0.0,0.0,1.13,24.34,2.09,97.63,-999.0,1.7
2016,1,3,21,0.0,0.0,0.0,1.2,24.18,1.58,97.64,-999.0,1.56
2016,1,3,22,0.0,0.0,0.0,1.13,24.2,2.02,97.64,-999.0,1.41
2016,1,3,23,0.0,0.0,0.0,1.09,24.2,2.47,97.61,-999.0,1.29
2016,1,4,0,0.0,0.0,0.0,1.13,24.1,3.17,97.56,-999.0,1.3
2016,1,4,1,0.0,0.0,0.0,1.2,23.94,3.87,97.52,-999.0,1.37
2016,1,4,2,0.0,0.0,0.0,1.35,23.65,4.41,97.5,-999.0,1.59
2016,1,4,3,0.0,0.0,0.0,1.48,23.37,4.85,97.52,-999.0,1.89
2016,1,4,4,0.0,0.0,0.0,1.47,23.26,5.29,97.58,-999.0,2.0
2016,1,4,5,0.0,0.0,0.0,1.41,23.26,4.97,97.66,-999.0,2.09
2016,1,4,6,93.6,141.38,70.13,1.22,24.09,4.67,97.73,0.42,2.04
2016,1,4,7,321.75,486.18,127.49,1.44,25.16,5.03,97.79,0.59,1.7
2016,1,4,8,562.05,726.21,148.01,1.49,26.07,5.11,97.82,0.67,1.67
2016,1,4,9,701.05,577.97,212.42,1.93,27.51,2.0,97.8,0.65,2.18
2016,1,4,10,782.6,616.11,229.81,2.29,28.57,1.94,97.74,0.63,2.55
2016,1,4,11,865.42,612.06,259.77,2.47,29.02,1.87,97.64,0.65,2.76
2016,1,4,12,850.92,618.71,249.86,2.64,29.18,1.89,97.56,0.64,2.96
2016,1,4,13,708.15,487.8,260.2,2.71,28.7,1.83,97.5,0.57,3.14
2016,1,4,14,541.6,291.63,278.3,2.62,28.05,1.98,97.49,0.51,3.09
2016,1,4,15,328.67,235.72,171.7,2.35,27.34,1.97,97.51,0.4,2.81
2016,1,4,16,178.1,199.77,111.43,1.92,26.58,1.8,97.57,0.34,2.3
2016,1,4,17,46.03,67.4,37.55,1.42,25.78,1.86,97.65,0.22,1.82
2016,1,4,18,0.0,0.0,0.0,0.94,25.12,1.73,97.72,-999.0,1.64
2016,1,4,19,0.0,0.0,0.0,0.91,24.72,1.29,97.76,-999.0,1.65
2016,1,4,20,0.0,0.0,0.0,1.1,24.44,1.11,97.82,-999.0,1.56
2016,1,4,21,0.0,0.0,0.0,1.16,24.29,0.75,97.82,-999.0,1.46
2016,1,4,22,0.0,0.0,0.0,1.05,24.3,0.7,97.8,-999.0,1.28
2016,1,4,23,0.0,0.0,0.0,0.98,24.32,0.57,97.74,-999.0,1.18
2016,1,5,0,0.0,0.0,0.0,1.02,24.3,0.67,97.67,-999.0,1.25
2016,1,5,1,0.0,0.0,0.0,1.1,24.13,0.82,97.61,-999.0,1.31
2016,1,5,2,0.0,0.0,0.0,1.12,23.98,1.06,97.6,-999.0,1.35
2016,1,5,3,0.0,0.0,0.0,1.18,23.77,1.34,97.63,-999.0,1.41
2016,1,5,4,0.0,0.0,0.0,1.15,23.72,1.4,97.69,-999.0,1.36
2016,1,5,5,0.0,0.0,0.0,1.03,23.71,1.54,97.75,-999.0,1.23
2016,1,5,6,79.18,120.23,57.19,0.85,24.12,1.45,97.83,0.36,1.04
2016,1,5,7,288.85,411.12,122.03,0.75,25.35,1.16,97.9,0.53,0.97
2016,1,5,8,523.4,572.34,162.94,1.14,26.84,0.97,97.92,0.63,1.38
2016,1,5,9,673.83,514.45,230.21,1.62,28.1,0.48,97.9,0.63,1.78
2016,1,5,10,794.38,436.87,337.52,1.98,28.83,0.34,97.83,0.64,2.11
2016,1,5,11,810.92,507.02,253.28,2.2,29.23,0.17,97.75,0.61,2.32
2016,1,5,12,825.42,574.21,250.65,2.31,29.36,0.14,97.65,0.62,2.44
2016,1,5,13,803.47,668.42,194.86,2.36,29.19,0.07,97.57,0.65,2.5
2016,1,5,14,639.35,538.29,201.72,2.33,28.72,0.09,97.51,0.6,2.49
2016,1,5,15,444.08,552.56,125.97,2.19,28.05,0.07,97.49,0.54,2.37
2016,1,5,16,260.98,473.09,87.44,1.92,27.06,0.1,97.52,0.49,2.14
2016,1,5,17,78.05,179.83,46.45,1.44,25.93,0.14,97.57,0.37,1.65
2016,1,5,18,0.0,0.0,0.0,0.91,24.98,0.1,97.62,-999.0,1.32
2016,1,5,19,0.0,0.0,0.0,0.83,24.51,0.02,97.71,-999.0,1.11
2016,1,5,20,0.0,0.0,0.0,0.91,24.3,0.02,97.81,-999.0,1.02
2016,1,5,21,0.0,0.0,0.0,0.97,24.17,0.02,97.82,-999.0,1.08
2016,1,5,22,0.0,0.0,0.0,1.02,24.01,0.09,97.79,-999.0,1.12
2016,1,5,23,0.0,0.0,0.0,0.84,24.03,0.11,97.75,-999.0,0.91
2016,1,6,0,0.0,0.0,0.0,0.81,23.88,0.15,97.71,-999.0,0.9
2016,1,6,1,0.0,0.0,0.0,1.1,23.39,0.12,97.65,-999.0,1.29
2016,1,6,2,0.0,0.0,0.0,1.37,22.84,0.07,97.63,-999.0,1.74
2016,1,6,3,0.0,0.0,0.0,1.48,22.47,0.08,97.63,-999.0,2.05
2016,1,6,4,0.0,0.0,0.0,1.43,22.16,0.08,97.67,-999.0,2.22
2016,1,6,5,0.0,0.0,0.0,1.22,22.0,0.05,97.72,-999.0,2.33
2016,1,6,6,99.8,230.47,60.77,1.07,22.84,0.03,97.79,0.46,2.27
2016,1,6,7,338.45,631.74,106.85,0.95,24.87,0.04,97.87,0.63,1.44
2016,1,6,8,584.2,747.05,128.63,0.85,26.54,0.06,97.88,0.7,1.01
2016,1,6,9,779.22,841.31,168.85,1.23,27.68,0.01,97.86,0.73,1.29
2016,1,6,10,908.42,707.35,230.15,1.61,28.43,0.0,97.78,0.73,1.64
2016,1,6,11,974.8,695.63,245.23,1.9,28.94,0.0,97.69,0.74,1.92
2016,1,6,12,975.6,686.74,302.64,2.09,29.17,0.0,97.6,0.74,2.12
2016,1,6,13,802.03,658.91,204.36,2.15,29.09,0.0,97.53,0.65,2.18
2016,1,6,14,689.12,579.16,224.46,2.07,28.74,0.0,97.48,0.65,2.1
2016,1,6,15,478.85,622.3,124.07,1.9,28.12,0.01,97.47,0.58,1.96
2016,1,6,16,271.8,400.86,111.22,1.67,27.21,0.02,97.51,0.51,1.81
2016,1,6,17,73.05,130.44,47.98,1.25,26.08,0.05,97.56,0.35,1.56
2016,1,6,18,0.0,0.0,0.0,0.93,24.88,0.02,97.62,-999.0,1.49
2016,1,6,19,0.0,0.0,0.0,1.15,24.31,0.02,97.68,-999.0,1.57
2016,1,6,20,0.0,0.0,0.0,1.28,23.98,0.01,97.76,-999.0,1.67
2016,1,6,21,0.0,0.0,0.0,1.32,23.7,0.02,97.78,-999.0,1.7
2016,1,6,22,0.0,0.0,0.0,1.36,23.49,0.02,97.76,-999.0,1.7
2016,1,6,23,0.0,0.0,0.0,1.4,23.28,0.02,97.7,-999.0,1.73
2016,1,7,0,0.0,0.0,0.0,1.39,23.02,0.03,97.63,-999.0,1.74
2016,1,7,1,0.0,0.0,0.0,1.44,22.62,0.05,97.56,-999.0,1.87
2016,1,7,2,0.0,0.0,0.0,1.44,22.3,0.11,97.52,-999.0,1.93
2016,1,7,3,0.0,0.0,0.0,1.35,22.09,0.1,97.55,-999.0,1.83
2016,1,7,4,0.0,0.0,0.0,1.19,21.97,0.15,97.63,-999.0,1.79
2016,1,7,5,0.0,0.0,0.0,1.05,21.93,0.13,97.71,-999.0,1.87
2016,1,7,6,94.15,248.3,53.55,0.97,22.91,0.1,97.8,0.44,1.96
2016,1,7,7,324.8,434.95,126.94,1.01,24.74,0.07,97.86,0.6,1.36
2016,1,7,8,570.4,712.52,129.17,1.04,26.31,0.08,97.86,0.69,1.25
2016,1,7,9,768.6,700.51,208.4,1.39,27.27,0.04,97.83,0.72,1.48
2016,1,7,10,914.3,771.04,214.67,1.71,27.83,0.03,97.77,0.74,1.79
2016,1,7,11,997.67,740.14,218.37,1.92,28.13,0.02,97.7,0.75,2.0
2016,1,7,12,970.03,763.22,220.62,2.06,28.22,0.01,97.63,0.73,2.14
2016,1,7,13,804.9,750.89,148.2,2.17,28.11,0.01,97.56,0.65,2.27
2016,1,7,14,630.35,549.34,196.85,2.2,27.8,0.01,97.53,0.59,2.35
2016,1,7,15,482.2,495.9,170.47,2.15,27.37,0.02,97.53,0.58,2.36
2016,1,7,16,270.17,424.0,108.08,1.98,26.71,0.04,97.57,0.5,2.25
2016,1,7,17,72.88,197.01,36.21,1.55,25.72,0.13,97.63,0.34,1.89
2016,1,7,18,0.0,0.0,0.0,0.98,24.63,0.16,97.69,-999.0,1.59
2016,1,7,19,0.0,0.0,0.0,1.0,24.15,0.22,97.75,-999.0,1.37
2016,1,7,20,0.0,0.0,0.0,0.83,24.1,0.17,97.82,-999.0,1.03
2016,1,7,21,0.0,0.0,0.0,0.64,24.18,0.17,97.85,-999.0,0.76
2016,1,7,22,0.0,0.0,0.0,0.7,24.07,0.2,97.83,-999.0,0.79
2016,1,7,23,0.0,0.0,0.0,0.91,23.72,0.12,97.78,-999.0,1.05
2016,1,8,0,0.0,0.0,0.0,1.13,23.31,0.11,97.71,-999.0,1.34
2016,1,8,1,0.0,0.0,0.0,1.23,22.96,0.04,97.65,-999.0,1.56
2016,1,8,2,0.0,0.0,0.0,1.29,22.75,0.09,97.61,-999.0,1.69
2016,1,8,3,0.0,0.0,0.0,1.17,22.75,0.16,97.63,-999.0,1.52
2016,1,8,4,0.0,0.0,0.0,0.88,22.97,0.14,97.68,-999.0,1.09
2016,1,8,5,0.0,0.0,0.0,0.58,23.33,0.16,97.74,-999.0,0.68
2016,1,8,6,76.6,168.31,40.81,0.44,23.79,0.13,97.83,0.36,0.55
2016,1,8,7,276.4,447.38,99.54,0.63,24.98,0.12,97.91,0.52,0.68
2016,1,8,8,505.02,584.96,154.36,0.99,26.5,0.08,97.93,0.61,0.88
2016,1,8,9,666.3,384.34,316.29,1.54,27.59,0.83,97.87,0.62,1.37
2016,1,8,10,775.42,553.4,231.85,1.96,28.29,1.27,97.78,0.63,1.8
2016,1,8,11,768.9,467.65,279.23,2.26,28.6,2.2,97.67,0.58,2.18
2016,1,8,12,748.25,394.24,297.58,2.39,28.31,3.47,97.58,0.56,2.43
2016,1,8,13,595.0,462.3,196.22,2.3,27.99,4.03,97.5,0.48,2.4
2016,1,8,14,574.97,387.85,232.33,2.2,27.65,5.2,97.47,0.54,2.4
2016,1,8,15,367.42,419.44,145.64,2.12,27.02,5.62,97.49,0.44,2.47
2016,1,8,16,200.0,272.98,100.18,1.7,26.23,5.36,97.55,0.37,2.03
2016,1,8,17,53.35,78.05,36.45,1.19,25.43,4.41,97.61,0.25,1.59
2016,1,8,18,0.0,0.0,0.0,0.94,24.82,4.53,97.67,-999.0,1.78
2016,1,8,19,0.0,0.0,0.0,1.06,24.45,4.03,97.72,-999.0,2.11
2016,1,8,20,0.0,0.0,0.0,1.13,24.21,3.17,97.77,-999.0,2.25
2016,1,8,21,0.0,0.0,0.0,1.13,23.96,2.48,97.81,-999.0,2.25
2016,1,8,22,0.0,0.0,0.0,1.08,23.69,1.98,97.82,-999.0,2.13
2016,1,8,23,0.0,0.0,0.0,0.9,23.33,1.93,97.79,-999.0,1.75
2016,1,9,0,0.0,0.0,0.0,0.93,22.97,2.24,97.74,-999.0,1.4
2016,1,9,1,0.0,0.0,0.0,0.76,22.84,2.26,97.69,-999.0,0.93
2016,1,9,2,0.0,0.0,0.0,0.34,22.81,2.36,97.66,-999.0,0.48
2016,1,9,3,0.0,0.0,0.0,0.56,22.57,2.05,97.67,-999.0,0.65
2016,1,9,4,0.0,0.0,0.0,0.84,22.44,1.37,97.71,-999.0,0.94
2016,1,9,5,0.0,0.0,0.0,1.0,22.55,0.65,97.75,-999.0,1.12
2016,1,9,6,66.97,126.02,44.59,0.88,23.54,0.3,97.82,0.32,0.98
2016,1,9,7,250.07,362.44,111.58,0.36,25.27,0.16,97.89,0.47,0.42
2016,1,9,8,473.58,516.47,163.63,0.78,26.99,0.16,97.92,0.57,0.77
2016,1,9,9,704.12,521.57,253.64,1.39,27.85,0.46,97.88,0.66,1.41
2016,1,9,10,831.15,596.5,255.88,1.61,28.5,0.47,97.8,0.67,1.58
2016,1,9,11,812.92,550.44,264.4,1.78,29.03,0.81,97.72,0.61,1.7
2016,1,9,12,794.58,510.2,269.02,1.95,29.22,1.37,97.62,0.6,1.85
2016,1,9,13,732.0,490.88,259.96,2.04,29.09,2.21,97.53,0.59,1.96
2016,1,9,14,622.88,498.85,208.98,2.0,28.44,2.99,97.48,0.58,2.07
2016,1,9,15,426.23,347.53,188.08,1.87,27.64,2.56,97.49,0.51,2.09
2016,1,9,16,229.18,274.87,115.65,1.59,26.79,3.35,97.52,0.42,1.85
2016,1,9,17,56.22,42.33,47.37,1.23,25.86,4.24,97.59,0.26,1.62
2016,1,9,18,0.0,0.0,0.0,0.94,25.16,5.06,97.65,-999.0,1.78
2016,1,9,19,0.0,0.0,0.0,0.97,24.83,6.93,97.7,-999.0,1.95
2016,1,9,20,0.0,0.0,0.0,0.97,24.61,9.21,97.79,-999.0,1.93
2016,1,9,21,0.0,0.0,0.0,0.94,24.43,9.93,97.8,-999.0,1.85
2016,1,9,22,0.0,0.0,0.0,0.89,24.28,9.49,97.76,-999.0,1.43
2016,1,9,23,0.0,0.0,0.0,0.87,24.13,11.17,97.72,-999.0,1.51
2016,1,10,0,0.0,0.0,0.0,1.02,24.02,14.12,97.65,-999.0,1.99
2016,1,10,1,0.0,0.0,0.0,1.24,23.89,20.78,97.6,-999.0,2.21
2016,1,10,2,0.0,0.0,0.0,1.25,23.76,36.21,97.55,-999.0,2.31
2016,1,10,3,0.0,0.0,0.0,1.18,23.7,57.64,97.54,-999.0,2.27
2016,1,10,4,0.0,0.0,0.0,1.07,23.63,64.89,97.61,-999.0,2.23
2016,1,10,5,0.0,0.0,0.0,1.09,23.64,67.65,97.69,-999.0,2.29
2016,1,10,6,22.9,0.0,24.62,1.07,24.02,69.71,97.76,0.11,2.15
2016,1,10,7,60.0,0.0,52.82,1.26,24.53,71.25,97.82,0.11,1.93
2016,1,10,8,99.78,66.08,58.0,1.41,24.95,73.11,97.86,0.12,1.91
2016,1,10,9,143.0,17.61,105.67,1.68,25.28,3.78,97.87,0.13,2.11
2016,1,10,10,270.27,11.83,191.7,1.92,25.49,4.65,97.82,0.22,2.35
2016,1,10,11,311.05,2.15,220.12,2.13,25.7,4.75,97.76,0.23,2.55
2016,1,10,12,372.35,8.84,262.08,2.36,25.86,4.34,97.68,0.28,2.8
2016,1,10,13,480.1,15.76,353.42,2.42,25.88,4.14,97.62,0.39,2.87
2016,1,10,14,386.05,0.3,286.26,2.14,25.78,4.29,97.6,0.36,2.55
2016,1,10,15,272.88,16.54,212.38,1.49,25.61,3.82,97.58,0.33,1.79
2016,1,10,16,141.0,13.66,123.03,0.91,25.39,3.07,97.58,0.26,1.13
2016,1,10,17,26.15,0.0,27.93,0.57,25.0,2.33,97.6,0.12,1.09
2016,1,10,18,0.0,0.0,0.0,0.46,24.51,1.87,97.61,-999.0,1.12
2016,1,10,19,0.0,0.0,0.0,0.49,24.19,1.5,97.63,-999.0,1.05
2016,1,10,20,0.0,0.0,0.0,0.77,24.01,1.23,97.67,-999.0,0.96
2016,1,10,21,0.0,0.0,0.0,1.1,23.71,0.95,97.69,-999.0,1.41
2016,1,10,22,0.0,0.0,0.0,1.11,23.61,0.99,97.7,-999.0,1.79
2016,1,10,23,0.0,0.0,0.0,1.09,23.61,1.03,97.69,-999.0,1.78
2016,1,11,0,0.0,0.0,0.0,1.06,23.47,1.15,97.64,-999.0,1.72
2016,1,11,1,0.0,0.0,0.0,0.96,23.45,1.19,97.59,-999.0,1.7
2016,1,11,2,0.0,0.0,0.0,0.84,23.43,1.24,97.57,-999.0,1.67
2016,1,11,3,0.0,0.0,0.0,0.82,23.33,1.2,97.58,-999.0,1.63
2016,1,11,4,0.0,0.0,0.0,0.79,23.17,1.01,97.63,-999.0,1.54
2016,1,11,5,0.0,0.0,0.0,0.81,23.02,0.99,97.69,-999.0,1.56
2016,1,11,6,52.25,59.68,43.86,0.86,23.41,0.77,97.75,0.26,1.64
2016,1,11,7,196.95,212.02,122.02,0.78,24.25,0.76,97.81,0.37,1.22
2016,1,11,8,378.83,267.63,190.75,0.57,25.57,0.89,97.81,0.46,0.78
2016,1,11,9,508.17,259.89,261.63,1.07,27.11,4.58,97.76,0.48,1.08
2016,1,11,10,552.4,403.69,222.82,1.57,28.0,4.82,97.68,0.45,1.56
2016,1,11,11,729.1,449.26,260.41,1.93,28.27,5.26,97.61,0.55,1.99
2016,1,11,12,698.38,180.02,347.15,2.07,28.01,5.26,97.53,0.53,2.26
2016,1,11,13,629.88,266.51,308.87,2.12,27.53,5.01,97.46,0.51,2.4
2016,1,11,14,520.72,354.15,249.23,2.11,27.05,4.94,97.41,0.48,2.46
2016,1,11,15,374.08,355.13,150.15,1.94,26.58,4.65,97.39,0.45,2.29
2016,1,11,16,204.12,180.2,133.22,1.67,26.06,4.52,97.4,0.37,2.02
2016,1,11,17,59.4,65.15,53.55,1.3,25.48,4.08,97.46,0.27,1.93
2016,1,11,18,0.0,0.0,0.0,1.03,24.91,3.03,97.55,-999.0,1.94
2016,1,11,19,0.0,0.0,0.0,1.08,24.76,2.24,97.64,-999.0,2.0
2016,1,11,20,0.0,0.0,0.0,1.02,24.61,1.72,97.69,-999.0,1.93
2016,1,11,21,0.0,0.0,0.0,0.92,24.42,1.54,97.71,-999.0,1.9
2016,1,11,22,0.0,0.0,0.0,0.89,24.18,1.62,97.7,-999.0,1.85
2016,1,11,23,0.0,0.0,0.0,0.9,23.99,1.51,97.65,-999.0,1.85
2016,1,12,0,0.0,0.0,0.0,1.03,23.75,1.34,97.56,-999.0,1.86
2016,1,12,1,0.0,0.0,0.0,1.24,23.53,1.08,97.5,-999.0,1.78
2016,1,12,2,0.0,0.0,0.0,1.16,23.45,1.09,97.49,-999.0,1.48
2016,1,12,3,0.0,0.0,0.0,1.02,23.47,1.11,97.53,-999.0,1.23
2016,1,12,4,0.0,0.0,0.0,1.01,23.34,1.11,97.58,-999.0,1.29
2016,1,12,5,0.0,0.0,0.0,1.03,23.25,1.24,97.65,-999.0,1.4
2016,1,12,6,66.93,80.39,53.85,0.71,23.83,1.25,97.74,0.33,1.51
2016,1,12,7,260.8,340.01,148.58,0.78,25.23,1.67,97.82,0.49,1.19
2016,1,12,8,482.45,503.1,204.0,1.29,26.31,2.06,97.85,0.59,1.6
2016,1,12,9,696.5,536.16,249.21,1.81,27.37,4.95,97.83,0.65,2.09
2016,1,12,10,768.0,463.41,299.32,2.32,27.91,6.68,97.75,0.62,2.66
2016,1,12,11,814.8,446.07,305.7,2.74,28.2,9.56,97.66,0.61,3.21
